ParticipantName,FixationFilter,MediaName,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,GazePointX (ADCSpx),GazePointY (ADCSpx),DistanceLeft,DistanceRight,ValidityLeft,ValidityRight
JE000570_03,I-VT filter,,37,,Unclassified,12,,,,,4,4
JE000570_03,I-VT filter,,41,,Unclassified,12,,,,,4,4
JE000570_03,I-VT filter,,44,,Unclassified,12,,,,,4,4
JE000570_03,I-VT filter,,47,,Unclassified,12,,,,,4,4
JE000570_03,I-VT filter,,51,,Unclassified,17,3288,400,647.36,,0,4
JE000570_03,I-VT filter,,54,,Unclassified,17,3410,402,646.91,,0,4
JE000570_03,I-VT filter,,57,,Unclassified,17,3645,260,646.45,,0,4
JE000570_03,I-VT filter,,61,,Unclassified,17,3999,176,648.37,,0,4
JE000570_03,I-VT filter,,64,,Unclassified,17,3894,290,648.31,648.31,3,1
JE000570_03,I-VT filter,,67,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,71,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,74,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,77,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,81,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,84,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,87,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,91,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,94,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,97,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,101,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,104,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,107,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,111,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,114,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,117,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,121,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,124,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,127,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,131,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,134,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,137,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,141,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,144,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,147,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,151,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,154,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,157,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,161,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,164,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,167,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,171,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,174,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,177,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,181,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,184,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,187,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,191,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,194,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,197,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,201,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,204,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,207,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,211,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,214,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,217,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,221,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,224,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,227,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,231,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,234,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,237,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,241,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,244,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,247,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,251,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,254,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,257,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,261,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,264,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,267,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,271,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,274,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,277,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,281,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,284,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,287,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,291,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,294,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,297,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,301,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,304,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,307,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,311,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,314,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,317,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,321,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,324,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,327,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,331,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,334,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,337,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,341,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,344,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,347,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,351,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,354,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,357,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,361,,Unclassified,1766,,,,,4,4
JE000570_03,I-VT filter,,364,,Unclassified,1766,,,,,4,4
